sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"WIPI49","Alias symbol","WIPI1","WD repeat domain, phosphoinositide interacting 1","HGNC:25471","17q24.2"
"NPC1","Approved symbol","NPC1","NPC intracellular cholesterol transporter 1","HGNC:7897","18q11.2"
"U2AF1","Approved symbol","U2AF1","U2 small nuclear RNA auxiliary factor 1","HGNC:12453","21q22.3"
"LY6D","Approved symbol","LY6D","lymphocyte antigen 6 family member D","HGNC:13348","8q24.3"
"TCEB2","Previous symbol","ELOB","elongin B","HGNC:11619","16p13.3"
"PL6","Alias symbol","TMEM115","transmembrane protein 115","HGNC:30055","3p21.31"
"MAOB","Approved symbol","MAOB","monoamine oxidase B","HGNC:6834","Xp11.3"
"FLJ20280","Alias symbol","DCAF16","DDB1 and CUL4 associated factor 16","HGNC:25987","4p15.31"
"GLT28D1","Previous symbol","ALG13","ALG13 UDP-N-acetylglucosaminyltransferase subunit","HGNC:30881","Xq23"
"USP4","Approved symbol","USP4","ubiquitin specific peptidase 4","HGNC:12627","3p21.31"
"ACF","Alias symbol","A1CF","APOBEC1 complementation factor","HGNC:24086","10q11.23"
"DNAJB12","Approved symbol","DNAJB12","DnaJ heat shock protein family (Hsp40) member B12","HGNC:14891","10q22.1"
"E2IG2","Alias symbol","COA4","cytochrome c oxidase assembly factor 4 homolog","HGNC:24604","11q13.4"
"ELP3","Approved symbol","ELP3","elongator acetyltransferase complex subunit 3","HGNC:20696","8p21.1"
"CLDN7","Approved symbol","CLDN7","claudin 7","HGNC:2049","17p13.1"
"LOC92497","Unmatched","","","",""
"FGF7","Approved symbol","FGF7","fibroblast growth factor 7","HGNC:3685","15q21.2"
"MLYCD","Approved symbol","MLYCD","malonyl-CoA decarboxylase","HGNC:7150","16q23.3"
"NOLC1","Approved symbol","NOLC1","nucleolar and coiled-body phosphoprotein 1","HGNC:15608","10q24.32"
"ZNF142","Approved symbol","ZNF142","zinc finger protein 142","HGNC:12927","2q35"
"DERL2","Approved symbol","DERL2","derlin 2","HGNC:17943","17p13.2"
"PHKG1","Approved symbol","PHKG1","phosphorylase kinase catalytic subunit gamma 1","HGNC:8930","7p11.2"
"GRIM19","Alias symbol","NDUFA13","NADH:ubiquinone oxidoreductase subunit A13","HGNC:17194","19p13.11"
"CAMK1G","Approved symbol","CAMK1G","calcium/calmodulin dependent protein kinase IG","HGNC:14585","1q32.2"
"GABRA4","Approved symbol","GABRA4","gamma-aminobutyric acid type A receptor subunit alpha4","HGNC:4078","4p12"
"BAZ2A","Approved symbol","BAZ2A","bromodomain adjacent to zinc finger domain 2A","HGNC:962","12q13.3"
"PKLR","Approved symbol","PKLR","pyruvate kinase L/R","HGNC:9020","1q22"
"ERCC4","Approved symbol","ERCC4","ERCC excision repair 4, endonuclease catalytic subunit","HGNC:3436","16p13.12"
"EEF1G","Approved symbol","EEF1G","eukaryotic translation elongation factor 1 gamma","HGNC:3213","11q12.3"
"MAP2K3","Approved symbol","MAP2K3","mitogen-activated protein kinase kinase 3","HGNC:6843","17p11.2"
"MAGOH","Approved symbol","MAGOH","mago homolog, exon junction complex subunit","HGNC:6815","1p32.3"
"RIT1","Approved symbol","RIT1","Ras like without CAAX 1","HGNC:10023","1q22"
"XAB1","Previous symbol","GPN1","GPN-loop GTPase 1","HGNC:17030","2p23.3"
"BLM","Approved symbol","BLM","BLM RecQ like helicase","HGNC:1058","15q26.1"
"AIM2","Approved symbol","AIM2","absent in melanoma 2","HGNC:357","1q23.1-q23.2"
"SLC35E3","Approved symbol","SLC35E3","solute carrier family 35 member E3","HGNC:20864","12q15"
"MPG","Approved symbol","MPG","N-methylpurine DNA glycosylase","HGNC:7211","16p13.3"
"DDX54","Approved symbol","DDX54","DEAD-box helicase 54","HGNC:20084","12q24.13"
"PRDM10","Approved symbol","PRDM10","PR/SET domain 10","HGNC:13995","11q24.3"
"ARK5","Alias symbol","NUAK1","NUAK family kinase 1","HGNC:14311","12q23.3"
"PMP2","Approved symbol","PMP2","peripheral myelin protein 2","HGNC:9117","8q21.13"
"FGFR1OP","Previous symbol","CEP43","centrosomal protein 43","HGNC:17012","6q27"
"CSTF1","Approved symbol","CSTF1","cleavage stimulation factor subunit 1","HGNC:2483","20q13.2-q13.31"
"PIN1","Approved symbol","PIN1","peptidylprolyl cis/trans isomerase, NIMA-interacting 1","HGNC:8988","19p13"
"HMOX1","Approved symbol","HMOX1","heme oxygenase 1","HGNC:5013","22q12.3"
"TFE3","Approved symbol","TFE3","transcription factor binding to IGHM enhancer 3","HGNC:11752","Xp11.23"
"MAPKAPK5","Approved symbol","MAPKAPK5","MAPK activated protein kinase 5","HGNC:6889","12q24.12-q24.13"
"SMARCD1","Approved symbol","SMARCD1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1","HGNC:11106","12q13.12"
"GHRHR","Approved symbol","GHRHR","growth hormone releasing hormone receptor","HGNC:4266","7p14.3"
"BTBD2","Approved symbol","BTBD2","BTB domain containing 2","HGNC:15504","19p13.3"
"FGF16","Approved symbol","FGF16","fibroblast growth factor 16","HGNC:3672","Xq21.1"
"TLE2","Approved symbol","TLE2","TLE family member 2, transcriptional corepressor","HGNC:11838","19p13.3"
"SLC35E1","Approved symbol","SLC35E1","solute carrier family 35 member E1","HGNC:20803","19p13.11"
"CYP2C8","Approved symbol","CYP2C8","cytochrome P450 family 2 subfamily C member 8","HGNC:2622","10q23.33"
"CA6","Approved symbol","CA6","carbonic anhydrase 6","HGNC:1380","1p36.23"
"GNB2","Approved symbol","GNB2","G protein subunit beta 2","HGNC:4398","7q22.1"
"HSPA5","Approved symbol","HSPA5","heat shock protein family A (Hsp70) member 5","HGNC:5238","9q33.3"
"FLJ20449","Alias symbol","SOHLH2","spermatogenesis and oogenesis specific basic helix-loop-helix 2","HGNC:26026","13q13.3"
"SAH","Previous symbol","ACSM3","acyl-CoA synthetase medium chain family member 3","HGNC:10522","16p12.3"
"SMAP1","Approved symbol","SMAP1","small ArfGAP 1","HGNC:19651","6q13"
"CDH15","Approved symbol","CDH15","cadherin 15","HGNC:1754","16q24.3"
"WAC","Approved symbol","WAC","WW domain containing adaptor with coiled-coil","HGNC:17327","10p12.1"
"PPP2R2B","Approved symbol","PPP2R2B","protein phosphatase 2 regulatory subunit Bbeta","HGNC:9305","5q32"
"DAZL","Approved symbol","DAZL","deleted in azoospermia like","HGNC:2685","3p24.3"
"MSC","Approved symbol","MSC","musculin","HGNC:7321","8q13.3"
"FRMPD1","Approved symbol","FRMPD1","FERM and PDZ domain containing 1","HGNC:29159","9p13.2"
"FOSL1","Approved symbol","FOSL1","FOS like 1, AP-1 transcription factor subunit","HGNC:13718","11q13.1"
"GP5","Approved symbol","GP5","glycoprotein V platelet","HGNC:4443","3q29"
"MEOX1","Approved symbol","MEOX1","mesenchyme homeobox 1","HGNC:7013","17q21.31"
"CLASP1","Approved symbol","CLASP1","cytoplasmic linker associated protein 1","HGNC:17088","2q14.2-q14.3"
"BIRC3","Approved symbol","BIRC3","baculoviral IAP repeat containing 3","HGNC:591","11q22.2"
"ARL6IP","Previous symbol","ARL6IP1","ADP ribosylation factor like GTPase 6 interacting protein 1","HGNC:697","16p12.3"
"FPGT","Approved symbol","FPGT","fucose-1-phosphate guanylyltransferase","HGNC:3825","1p31.1"
"RAD9A","Approved symbol","RAD9A","RAD9 checkpoint clamp component A","HGNC:9827","11q13.2"
"APBB1","Approved symbol","APBB1","amyloid beta precursor protein binding family B member 1","HGNC:581","11p15.4"
"SLC6A4","Approved symbol","SLC6A4","solute carrier family 6 member 4","HGNC:11050","17q11.2"
"COPS5","Approved symbol","COPS5","COP9 signalosome subunit 5","HGNC:2240","8q13.1"
"S100G","Approved symbol","S100G","S100 calcium binding protein G","HGNC:1436","Xp22.2"
"NOX1","Approved symbol","NOX1","NADPH oxidase 1","HGNC:7889","Xq22.1"
"GNG13","Approved symbol","GNG13","G protein subunit gamma 13","HGNC:14131","16p13.3"
"NDUFB6","Approved symbol","NDUFB6","NADH:ubiquinone oxidoreductase subunit B6","HGNC:7701","9p21.1"
"WBSCR5","Previous symbol","LAT2","linker for activation of T cells family member 2","HGNC:12749","7q11.23"
"TBC1D13","Approved symbol","TBC1D13","TBC1 domain family member 13","HGNC:25571","9q34.11"
"PIP5K2A","Previous symbol","PIP4K2A","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha","HGNC:8997","10p12.2"
"ZNF75","Previous symbol","ZNF75D","zinc finger protein 75D","HGNC:13145","Xq26.3"
"ZG16","Approved symbol","ZG16","zymogen granule protein 16","HGNC:30961","16p11.2"
"HRBL","Previous symbol","AGFG2","ArfGAP with FG repeats 2","HGNC:5177","7q22.1"
"ZC3HDC1","Previous symbol","PARP12","poly(ADP-ribose) polymerase family member 12","HGNC:21919","7q34"
"ZNF274","Approved symbol","ZNF274","zinc finger protein 274","HGNC:13068","19q13.43"
"ASTN","Previous symbol","ASTN1","astrotactin 1","HGNC:773","1q25.2"
"PGA5","Approved symbol","PGA5","pepsinogen A5","HGNC:8887","11q12.2"
"SLC7A1","Approved symbol","SLC7A1","solute carrier family 7 member 1","HGNC:11057","13q12.3"
"DMRT1","Approved symbol","DMRT1","doublesex and mab-3 related transcription factor 1","HGNC:2934","9p24.3"
"RALGDS","Approved symbol","RALGDS","ral guanine nucleotide dissociation stimulator","HGNC:9842","9q34.13-q34.2"
"PICALM","Approved symbol","PICALM","phosphatidylinositol binding clathrin assembly protein","HGNC:15514","11q14.2"
"UCHL5","Approved symbol","UCHL5","ubiquitin C-terminal hydrolase L5","HGNC:19678","1q31.2"
"IL18R1","Approved symbol","IL18R1","interleukin 18 receptor 1","HGNC:5988","2q12.1"
"NUDT3","Approved symbol","NUDT3","nudix hydrolase 3","HGNC:8050","6p21.31"
"RNF24","Approved symbol","RNF24","ring finger protein 24","HGNC:13779","20p13"
"CGI-94","Alias symbol","UTP11","UTP11 small subunit processome component","HGNC:24329","1p34.3"
"BM039","Alias symbol","CENPN","centromere protein N","HGNC:30873","16q23.2"
"RGL1","Approved symbol","RGL1","ral guanine nucleotide dissociation stimulator like 1","HGNC:30281","1q25.3"
"S100A10","Approved symbol","S100A10","S100 calcium binding protein A10","HGNC:10487","1q21.3"
"DSCR1","Previous symbol","RCAN1","regulator of calcineurin 1","HGNC:3040","21q22.12"
"M17S2","Previous symbol","NBR1","NBR1 autophagy cargo receptor","HGNC:6746","17q21.31"
"GNPDA1","Approved symbol","GNPDA1","glucosamine-6-phosphate deaminase 1","HGNC:4417","5q31.3"
"SIAT4A","Previous symbol","ST3GAL1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1","HGNC:10862","8q24.22"
"COMMD9","Approved symbol","COMMD9","COMM domain containing 9","HGNC:25014","11p13"
"DACT1","Approved symbol","DACT1","dishevelled binding antagonist of beta catenin 1","HGNC:17748","14q23.1"
"VPS4B","Approved symbol","VPS4B","vacuolar protein sorting 4 homolog B","HGNC:10895","18q21.33"
"T1A-2","Alias symbol","PDPN","podoplanin","HGNC:29602","1p36.21"
"TRIM49","Approved symbol","TRIM49","tripartite motif containing 49","HGNC:13431","11q14.3"
"MDS009","Alias symbol","DTWD1","DTW domain containing 1","HGNC:30926","15q21.2"
"CGI-100","Alias symbol","TMED5","transmembrane p24 trafficking protein 5","HGNC:24251","1p22.1"
"NKX3-1","Approved symbol","NKX3-1","NK3 homeobox 1","HGNC:7838","8p21.2"
"HTATSF1","Approved symbol","HTATSF1","HIV-1 Tat specific factor 1","HGNC:5276","Xq26.3"
"STX12","Approved symbol","STX12","syntaxin 12","HGNC:11430","1p35.3"
"GLT25D2","Previous symbol","COLGALT2","collagen beta(1-O)galactosyltransferase 2","HGNC:16790","1q25.3"
"HLA-DRA","Approved symbol","HLA-DRA","major histocompatibility complex, class II, DR alpha","HGNC:4947","6p21.32"
"CHC1","Previous symbol","RCC1","regulator of chromosome condensation 1","HGNC:1913","1p35.3"
"PTDSR","Previous symbol","JMJD6","jumonji domain containing 6, arginine demethylase and lysine hydroxylase","HGNC:19355","17q25.1"
"HDAC4","Approved symbol","HDAC4","histone deacetylase 4","HGNC:14063","2q37.3"
"PTPRCAP","Approved symbol","PTPRCAP","protein tyrosine phosphatase receptor type C associated protein","HGNC:9667","11q13.2"
"LGALS3BP","Approved symbol","LGALS3BP","galectin 3 binding protein","HGNC:6564","17q25"
"CHRNA6","Approved symbol","CHRNA6","cholinergic receptor nicotinic alpha 6 subunit","HGNC:15963","8p11.21"
"DENR","Approved symbol","DENR","density regulated re-initiation and release factor","HGNC:2769","12q24.31"
"PAX8","Approved symbol","PAX8","paired box 8","HGNC:8622","2q14.1"
"ARHGDIA","Approved symbol","ARHGDIA","Rho GDP dissociation inhibitor alpha","HGNC:678","17q25.3"
"HFE","Approved symbol","HFE","homeostatic iron regulator","HGNC:4886","6p22.2"
"ALOX12","Approved symbol","ALOX12","arachidonate 12-lipoxygenase, 12S type","HGNC:429","17p13.1"
"SF3B2","Approved symbol","SF3B2","splicing factor 3b subunit 2","HGNC:10769","11q13.1"
"MYCPBP","Previous symbol","DENND4A","DENN domain containing 4A","HGNC:24321","15q22.31"
"PPP1R3D","Approved symbol","PPP1R3D","protein phosphatase 1 regulatory subunit 3D","HGNC:9294","20q13.33"
"MYH4","Approved symbol","MYH4","myosin heavy chain 4","HGNC:7574","17p13.1"
"MPO","Approved symbol","MPO","myeloperoxidase","HGNC:7218","17q22"
"FLJ21736","Alias symbol","CES3","carboxylesterase 3","HGNC:1865","16q22.1"
"HIST1H2AM","Previous symbol","H2AC17","H2A clustered histone 17","HGNC:4735","6p22.1"
"CLC","Approved symbol","CLC","Charcot-Leyden crystal galectin","HGNC:2014","19q13.2"
"CLC","Alias symbol","CLCF1","cardiotrophin like cytokine factor 1","HGNC:17412","11q13.2"
"ADAM20","Approved symbol","ADAM20","ADAM metallopeptidase domain 20","HGNC:199","14q24.2"
"FOXL2","Approved symbol","FOXL2","forkhead box L2","HGNC:1092","3q22.3"
"RAB40A","Approved symbol","RAB40A","RAB40A, member RAS oncogene family","HGNC:18283","Xq22.2"
"KLHDC4","Approved symbol","KLHDC4","kelch domain containing 4","HGNC:25272","16q24.2"
"CAPNS1","Approved symbol","CAPNS1","calpain small subunit 1","HGNC:1481","19q13.12"
"ITGB1BP1","Approved symbol","ITGB1BP1","integrin subunit beta 1 binding protein 1","HGNC:23927","2p25.1"
"LIMR","Unmatched","","","",""
"SAC","Alias symbol","ADCY10","adenylate cyclase 10","HGNC:21285","1q24.2"
"PKD2L2","Approved symbol","PKD2L2","polycystin 2 like 2, transient receptor potential cation channel","HGNC:9012","5q31.2"
"KIAA0992","Alias symbol","PALLD","palladin, cytoskeletal associated protein","HGNC:17068","4q32.3"
"CDC37L1","Approved symbol","CDC37L1","cell division cycle 37 like 1","HGNC:17179","9p24.1"
"ATF3","Approved symbol","ATF3","activating transcription factor 3","HGNC:785","1q32.3"
"HOXA3","Approved symbol","HOXA3","homeobox A3","HGNC:5104","7p15.2"
"FUT7","Approved symbol","FUT7","fucosyltransferase 7","HGNC:4018","9q34.3"
"SUMO1","Approved symbol","SUMO1","small ubiquitin like modifier 1","HGNC:12502","2q33.1"
"WTAP","Approved symbol","WTAP","WT1 associated protein","HGNC:16846","6q25.3"
"STAR","Approved symbol","STAR","steroidogenic acute regulatory protein","HGNC:11359","8p11.23"
"STAR","Alias symbol","GUCY2C","guanylate cyclase 2C","HGNC:4688","12p12.3"
"MAF","Approved symbol","MAF","MAF bZIP transcription factor","HGNC:6776","16q23.2"
"LPHN2","Previous symbol","ADGRL2","adhesion G protein-coupled receptor L2","HGNC:18582","1p31.1"
"PSMD7","Approved symbol","PSMD7","proteasome 26S subunit, non-ATPase 7","HGNC:9565","16q23.1"
"ABI1","Approved symbol","ABI1","abl interactor 1","HGNC:11320","10p12.1"
"CDS2","Approved symbol","CDS2","CDP-diacylglycerol synthase 2","HGNC:1801","20p12.3"
"POLD4","Approved symbol","POLD4","DNA polymerase delta 4, accessory subunit","HGNC:14106","11q13.2"
"SOX12","Approved symbol","SOX12","SRY-box transcription factor 12","HGNC:11198","20p13"
"CRTAP","Approved symbol","CRTAP","cartilage associated protein","HGNC:2379","3p22.3"
"THUMPD3","Approved symbol","THUMPD3","THUMP domain containing 3","HGNC:24493","3p25.3"
"F2RL3","Approved symbol","F2RL3","F2R like thrombin or trypsin receptor 3","HGNC:3540","19p13.11"
"KIAA0196","Previous symbol","WASHC5","WASH complex subunit 5","HGNC:28984","8q24.13"
"CENPC1","Previous symbol","CENPC","centromere protein C","HGNC:1854","4q13.2"
"COL11A1","Approved symbol","COL11A1","collagen type XI alpha 1 chain","HGNC:2186","1p21.1"
"PMP22","Approved symbol","PMP22","peripheral myelin protein 22","HGNC:9118","17p12"
"PMP22","Alias symbol","PXMP2","peroxisomal membrane protein 2","HGNC:9716","12q24.33"
"RBP4","Approved symbol","RBP4","retinol binding protein 4","HGNC:9922","10q23.33"
"ABR","Approved symbol","ABR","ABR activator of RhoGEF and GTPase","HGNC:81","17p13.3"
"ADAM8","Approved symbol","ADAM8","ADAM metallopeptidase domain 8","HGNC:215","10q26.3"
"PDZK2","Previous symbol","PDZD3","PDZ domain containing 3","HGNC:19891","11q23.3"
"AIF1","Approved symbol","AIF1","allograft inflammatory factor 1","HGNC:352","6p21.33"
"THOC2","Approved symbol","THOC2","THO complex 2","HGNC:19073","Xq25"
"HSPC023","Alias symbol","C19orf53","chromosome 19 open reading frame 53","HGNC:24991","19p13.13"
"KIAA0355","Previous symbol","GARRE1","granule associated Rac and RHOG effector 1","HGNC:29016","19q13.11"
"CACNG3","Approved symbol","CACNG3","calcium voltage-gated channel auxiliary subunit gamma 3","HGNC:1407","16p12.1"
"CCL1","Approved symbol","CCL1","C-C motif chemokine ligand 1","HGNC:10609","17q12"
"KPNA2","Approved symbol","KPNA2","karyopherin subunit alpha 2","HGNC:6395","17q24.2"
"ESR2","Approved symbol","ESR2","estrogen receptor 2","HGNC:3468","14q23.2-q23.3"
"AKAP3","Approved symbol","AKAP3","A-kinase anchoring protein 3","HGNC:373","12p13.32"
"ACTA1","Approved symbol","ACTA1","actin alpha 1, skeletal muscle","HGNC:129","1q42.13"
"CRYBB2","Approved symbol","CRYBB2","crystallin beta B2","HGNC:2398","22q11.23"
"RRAS","Approved symbol","RRAS","RAS related","HGNC:10447","19q13.33"
"WDR12","Approved symbol","WDR12","WD repeat domain 12","HGNC:14098","2q33.2"
"PHC2","Approved symbol","PHC2","polyhomeotic homolog 2","HGNC:3183","1p35.1"
"POLR3G","Approved symbol","POLR3G","RNA polymerase III subunit G","HGNC:30075","5q14.3"
"EPHA1","Approved symbol","EPHA1","EPH receptor A1","HGNC:3385","7q34-q35"
"PPIH","Approved symbol","PPIH","peptidylprolyl isomerase H","HGNC:14651","1p34.2"
"ADSL","Approved symbol","ADSL","adenylosuccinate lyase","HGNC:291","22q13.1"
"FBLN5","Approved symbol","FBLN5","fibulin 5","HGNC:3602","14q32.12"
"IFRD1","Approved symbol","IFRD1","interferon related developmental regulator 1","HGNC:5456","7q31.1"
"GABRR2","Approved symbol","GABRR2","gamma-aminobutyric acid type A receptor subunit rho2","HGNC:4091","6q15"
"TUFM","Approved symbol","TUFM","Tu translation elongation factor, mitochondrial","HGNC:12420","16p11.2"
"SEZ6L2","Approved symbol","SEZ6L2","seizure related 6 homolog like 2","HGNC:30844","16p11.2"
"EFEMP2","Approved symbol","EFEMP2","EGF containing fibulin extracellular matrix protein 2","HGNC:3219","11q13.1"
"PSG11","Approved symbol","PSG11","pregnancy specific beta-1-glycoprotein 11","HGNC:9516","19q13.31"
"PSG11","Previous symbol","PSG9","pregnancy specific beta-1-glycoprotein 9","HGNC:9526","19q13.31"
"CNR2","Approved symbol","CNR2","cannabinoid receptor 2","HGNC:2160","1p36.11"
"CNR2","Alias symbol","PCDHA6","protocadherin alpha 6","HGNC:8672","5q31.3"
"PLXNC1","Approved symbol","PLXNC1","plexin C1","HGNC:9106","12q22"
"CENTG2","Previous symbol","AGAP1","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1","HGNC:16922","2q37.2"
"ATP10D","Approved symbol","ATP10D","ATPase phospholipid transporting 10D (putative)","HGNC:13549","4p12"
"RBM5","Approved symbol","RBM5","RNA binding motif protein 5","HGNC:9902","3p21.31"
"CYP4F12","Approved symbol","CYP4F12","cytochrome P450 family 4 subfamily F member 12","HGNC:18857","19p13.12"
"HOXC13","Approved symbol","HOXC13","homeobox C13","HGNC:5125","12q13.13"
"FLJ13910","Alias symbol","RMND5A","required for meiotic nuclear division 5 homolog A","HGNC:25850","2p11.2"
"RPS29","Approved symbol","RPS29","ribosomal protein S29","HGNC:10419","14q21.3"
